Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
M. Godden,Coventry City,Coventry City,CF,31,400000,2024-06-30,15,1050,4,4.95,1,0.64,18.34,34.58,England,England,right,185,78,no,4.8,2.74,71.88,7.37,30.23,0,0,0.17,2.83,4.3,0.6,0,0,0,0,1.37,0.34,2,0.17,0.42,1,0.09,17,1.46,35.29,23.529,0.09,1.03,33.33,0.17,0,0.69,25,0.26,0.69,75,4.11,29.17,2.74,0.17,0.09,11.4,2.14,0.86,17.66,69.9,5.57,53.85,4.2,89.8,3.77,68.18,16.29,72.63,0.34,50,13.95,7.78,0.05,0.43,0,0,0,0,0.26,2.4,53.57,0.94,54.55,0.17,50,0.51,0.34,2.83,54.55,0,,0,,0,0,0,0,,,0,,,0,0,0,0,2,100
G. Osho,Luton Town,Luton Town,"RCB, LCB",24,400000,2023-06-30,16,1121,1,1.34,0,0.14,19.67,57.96,England,"England, Nigeria",right,185,70,no,10.04,7.71,70.83,4.34,53.7,0.16,0.22,0.88,4.42,5.91,1.45,4,0.32,2,0.16,1.28,0.08,1,0.08,0.11,0,0,9,0.72,33.33,11.111,0,0.32,25,0.08,0,0.24,33.33,0.08,1.53,63.16,3.53,50,0.88,1.12,0.16,15.98,0.32,0.56,30.19,76.33,14.37,64.25,4.17,98.08,9.23,84.35,24.49,85.9,5.46,35.29,23.32,42.21,0.01,0.16,0,0,0.08,0,0.08,6.5,53.09,1.2,20,0.32,0,0.32,0.08,6.98,71.26,0,,0,,0,0,0,0,,,2.33,,,0,0,0,0,0,0
S. Carey,Blackpool,Blackpool,"RCMF, AMF",22,400000,2024-06-30,23,1637,1,2.44,0,3.41,17.15,41.35,England,England,right,184,73,no,5.72,5.5,61,2.64,22.92,0.16,0.22,0.05,2.2,2.93,0.44,1,0.05,1,0.05,1.87,0.05,1,0.05,0.13,0,0,25,1.37,20,4,0,1.43,50,0.33,33.33,1.1,55,0.11,1.98,36.11,6.05,33.64,1.32,0.99,0.6,14.13,0.27,0.71,25.24,77.34,7.75,60.99,5.55,95.05,7.48,78.68,20.56,83.16,3.3,53.33,19.53,30.57,0.19,0.88,0.05,0.05,0.22,75,0.38,4.12,70.67,1.65,46.67,0.49,44.44,0.33,0.66,4.89,71.91,0,,0,,0,0,0,0,,,0.27,,,0.82,0.16,0,1.15,0,0
E. Pieters,West Bromwich Albion,West Bromwich Albion,"LCB, LB",34,400000,2023-06-30,20,1729,0,0.12,0,0.04,13.59,65.52,Netherlands,Netherlands,left,183,84,no,8.8,5.15,75.76,5.05,54.64,0,0,0.57,4.89,6.68,0.68,2,0.1,0,0,0.31,0,0,0,0.01,0,0,3,0.16,0,0,0,0.36,28.57,0.31,16.67,0.05,100,0.05,0.16,66.67,1.2,47.83,0.1,1.09,0.1,28.32,0.26,0.73,42.79,85.52,18.43,75.42,3.59,97.1,15.88,94.75,37.11,91.02,5.31,50.98,19.99,33.49,0,0.1,0,0.05,0.31,33.33,0,5.73,62.73,1.2,30.43,0.88,11.76,0.42,0.1,7.6,70.55,0,,0,,0,0,0,0,,,1.67,,,0.1,0,0,0,0,0
G. Madine,Blackpool,Blackpool,CF,32,400000,2023-06-30,24,1810,4,6.1,3,0.85,30.93,37.14,England,England,right,193,75,no,3.23,2.44,44.9,12.98,41.76,0.3,0.4,0.05,1.84,2.46,1.29,4,0.2,1,0.05,0.9,0.2,4,0.2,0.3,2,0.1,34,1.69,35.29,11.765,0.15,0.15,33.33,0,0,0.15,33.33,0,0.55,36.36,6.27,25.4,2.98,0.2,0.05,8.15,2.49,0.7,15.86,72.1,3.58,65.28,3.83,89.61,3.58,70.83,15.22,72.88,0.5,60,12.74,10.95,0.04,0.45,0,0.1,0.15,33.33,0.2,1.74,60,0.8,56.25,0.2,25,0.55,0,1.44,62.07,0,,0,,0,0,0,0,,,0.05,,,0,0,0,0,0,0
C. Pring,Bristol City,Bristol City,"LCB, LB, LWB",25,400000,2024-06-30,16,1352,1,0.59,4,1.91,26.96,52.84,England,England,left,185,71,no,11.12,7.52,61.95,6.99,44.76,0.73,0.96,0.53,5.72,7.54,0.93,5,0.33,0,0,3.26,0.07,1,0.07,0.04,1,0.07,5,0.33,40,20,0.27,1.86,32.14,1.86,32.14,0,0,0.4,4.13,59.68,8.39,50,1.33,2.73,0.93,17.11,1.2,1.13,31.15,76.71,12.71,64.4,6.46,97.94,6.99,78.1,24.36,83.33,5.06,59.21,19.71,35.27,0.13,0.47,0,0,0.13,50,0.33,5.26,67.09,1.66,40,0.53,50,0.47,0.67,7.46,76.79,0,,0,,0,0,0,0,,,1.2,,,0,0,0,0,0,0
O. Kakay,Queens Park Rangers,Queens Park Rangers,RB,25,400000,2024-06-30,15,845,0,0.5,1,0.66,18.32,45.93,England,"England, Sierra Leone",right,180,72,no,7.88,5.64,69.81,2.66,36,0.64,0.9,0.53,3.3,4.63,1.07,1,0.11,0,0,3.51,0,0,0,0.05,0,0,9,0.96,11.11,0,0.11,4.26,37.5,0.11,100,4.15,35.9,0.43,3.3,54.84,7.14,37.31,1.17,2.02,0.96,21.94,0.64,0.53,30.25,74.65,9.48,62.92,5.75,96.3,9.16,73.26,23.54,85.52,2.66,36,19.71,23.06,0.07,0.43,0,0,0.11,0,0.32,2.77,50,2.98,35.71,0.21,0,0.21,1.38,6.92,60,0,,0,,0,0,0,0,,,0.21,,,0,0,0,0,0,0
A. Carroll,Reading,Reading,CF,34,400000,2024-06-30,19,1160,5,3.65,1,0.24,36.39,42,England,England,left,193,79,no,3.26,2.17,46.43,17.84,52.61,0.31,0.37,0.08,1.94,2.31,1.16,3,0.23,0,0,1.24,0.39,3,0.23,0.28,1,0.08,20,1.55,55,25,0.08,0.39,20,0.39,20,0,0,0,0.62,37.5,5.97,27.27,2.17,0.08,0,8.15,2.79,1.01,15.91,71.71,4.73,67.21,4.19,87.04,4.27,63.64,14.59,74.47,0.93,50,15.34,9.89,0.02,0.23,0,0,0.16,50,0.16,3.1,60,0.47,16.67,0.47,33.33,0.31,0.08,2.02,76.92,0,,0,,0,0,0,0,,,0,,,0.08,0.08,0,0,2,100
T. Eaves,Rotherham United,Rotherham United,CF,31,400000,2025-06-30,19,662,0,0.86,1,0.68,41.47,30.82,England,England,right,191,86,no,3.26,4.89,36.11,13.46,41.41,0.27,0.41,0.14,1.22,1.82,3.13,3,0.41,0,0,1.22,0,0,0,0.12,0,0,9,1.22,44.44,0,0.14,0.41,33.33,0.27,50,0.14,0,0.14,1.36,40,9.38,23.19,2.18,0.82,0.27,5.57,2.18,0.41,11.42,77.38,2.85,80.95,2.72,95,2.85,71.43,10.88,78.75,0.14,100,12.09,1.91,0.09,0.14,0,0,0,0,0.14,1.22,66.67,0.27,0,0,0,0.27,0.14,1.36,70,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
S. Ferguson,Rotherham United,Rotherham United,"LWB, LW, RW",32,400000,2023-06-30,19,922,2,0.75,0,0.79,12.1,33.06,Northern Ireland,Northern Ireland,left,178,66,no,5.37,5.47,44.64,0.78,12.5,0.1,0.13,0,2.83,3.78,0.88,2,0.2,0,0,1.85,0.2,2,0.2,0.07,0,0,3,0.29,33.33,66.667,0,2.73,42.86,2.15,45.45,0.49,20,0.39,1.66,35.29,3.61,24.32,0.68,0.78,0.29,14.45,0.49,0.29,22.35,75.98,7.42,56.58,5.76,96.61,5.66,77.59,16.5,84.62,3.22,60.61,20,25.4,0.08,0.88,0,0,0.2,0,0.29,3.81,61.54,2.93,53.33,0.49,40,0.2,1.17,4.39,80,0,,0,,0,0,0,0,,,0.98,,,0.39,0,0,1.37,0,0
G. Kelly,Rotherham United,Rotherham United,CF,26,400000,2025-06-30,18,569,3,3.47,0,0.6,44.29,36.07,Republic of Ireland,Republic of Ireland,right,188,77,no,4.75,4.59,51.72,20.25,41.41,0.16,0.22,0,2.21,3.07,2.37,1,0.16,0,0,2.06,0.47,3,0.47,0.55,0,0,13,2.06,61.54,23.077,0,0.32,0,0,0,0.32,0,0,1.42,55.56,9.02,28.07,4.59,0.47,0.32,7.43,2.21,1.42,11.23,61.97,1.74,54.55,2.06,76.92,3.95,64,10.76,63.24,0.16,100,12.93,0.57,0.1,0.47,0,0,0,0,0.47,0.79,40,0.32,0,0,0,0.63,0,1.27,25,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
C. Bramall,Rotherham United,Rotherham United,"LWB, LB",26,400000,2025-06-30,28,1941,1,0.57,0,2.66,16.41,48.87,England,England,left,178,72,no,9.51,6.86,57.43,2.09,46.67,0.93,1.28,0.42,4.64,6.41,0.83,6,0.28,1,0.05,2.87,0.05,1,0.05,0.03,0,0,12,0.56,33.33,8.333,0,2.5,40.74,2.41,38.46,0.09,100,0.19,3.2,50.72,4.45,43.75,1.07,2.36,2.09,16.18,0.42,0.37,25.87,74.37,8.72,56.38,5.94,93.75,5.8,77.6,20.26,82.84,3.29,46.48,18.7,32.47,0.12,0.83,0.05,0.14,0.19,25,0.46,2.97,56.25,2.36,49.02,0.32,14.29,0.42,0.97,5.56,69.17,0,,0,,0,0,0,0,,,0.23,,,0.93,0.23,40,1.39,0,0
C. Evans,Sunderland,Sunderland,"LCMF, RDMF, DMF",32,350000,2023-06-30,24,1959,0,0.95,1,0,13.19,57.14,Northern Ireland,Northern Ireland,right,180,69,no,9.83,6.62,60.42,1.93,52.38,0.74,1.01,0.51,5.1,7.01,1.15,7,0.32,0,0,0.64,0,0,0,0.04,0,0,15,0.69,33.33,0,0.05,0.23,20,0.05,0,0.18,25,0,0.46,60,1.98,55.81,0.28,0.14,0.09,23.61,0.14,0.51,37.26,84.22,11.72,69.02,5.05,97.27,14.93,91.69,33.17,88.09,3.86,54.76,19.4,35.01,0,0.05,0,0,0.09,100,0,5.51,66.67,0.96,47.62,0.41,44.44,0.41,0.09,5.42,68.64,0,,0,,0,0,0,0,,,0.92,,,0,0,0,0,0,0
J. Magennis,Wigan Athletic,Wigan Athletic,CF,32,350000,2024-06-30,25,1001,1,2.18,1,1.46,34.08,36.41,Northern Ireland,Northern Ireland,right,188,92,no,3.06,2.34,57.69,16.81,43.32,0.09,0.13,0.18,1.62,2.34,1.71,4,0.36,0,0,1.35,0.09,1,0.09,0.2,0,0,13,1.17,38.46,7.692,0.09,0.99,18.18,0.36,25,0.63,14.29,0.09,0.99,72.73,5.57,19.35,1.8,0.54,0.27,6.02,2.97,0.72,9.98,59.46,2.25,40,2.07,86.96,2.97,57.58,8.9,64.65,0.18,0,13.96,3.4,0.13,0.36,0,0,0,0,0.27,1.44,43.75,0.63,0,0,0,0.18,0.09,0.54,66.67,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
B. Amos,Wigan Athletic,Wigan Athletic,GK,32,350000,2023-06-30,17,1648,0,0,0,0,0.49,100,England,England,right,193,76,no,2.02,0.05,100,0.38,100,0,0,0,1.97,2.68,0,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,0,10.21,0.11,0.16,17.53,83.49,11.47,76.19,0,0,4.7,100,8.08,97.97,9.28,72.35,38.42,53.13,0,0,0,0,0,0,0,3.17,65.52,0.16,0,0.16,33.33,0,0,7.86,81.94,21,1.15,55,3,5,61.82,18.12,0.99,-2.88,-0.157,0,1.42,0.38,,,,0,0,0
H. Lansbury,Luton Town,Luton Town,"DMF, RCMF",32,350000,,8,424,1,0.22,0,0.87,15.07,49.3,England,England,right,183,78,no,9.34,6.58,61.29,2.33,36.36,1.27,1.75,0.21,4.03,5.53,1.91,2,0.42,0,0,1.49,0.21,1,0.21,0.05,0,0,4,0.85,50,25,0,1.06,40,0.21,0,0.85,50,0.21,1.49,42.86,2.76,46.15,0.42,0.64,0.21,14.65,0,1.49,31.84,76,12.95,60.66,2.55,91.67,13.8,84.62,21.44,85.15,9.34,59.09,25.72,39.44,0.19,1.7,0,0,0,0,0.21,9.98,72.34,3.61,47.06,0.64,66.67,1.06,0.42,9.98,78.72,0,,0,,0,0,0,0,,,0.42,,,1.06,0,0,2.12,0,0
D. Button,West Bromwich Albion,West Bromwich Albion,GK,33,350000,2024-06-30,13,1288,0,0,0,0,0.49,71.43,England,England,right,191,87,no,1.12,0.07,0,0.28,75,0,0,0,1.12,1.78,0.07,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16,0.07,0.14,20.68,85.81,11.39,75.46,0,0,8.87,98.43,12.37,99.44,8.25,66.1,36.67,54.82,0,0,0,0,0,0,0,3.56,62.75,0.14,0,0.28,50,0,0,6.36,76.92,19,1.33,38,2.66,2,50,12.15,0.85,-6.85,-0.479,0,0.63,0.28,,,,0,0,0
K. Naughton,Swansea City,Swansea City,"CB, RB, LB",34,350000,2023-06-30,22,1628,0,0.54,1,1,10.67,51.81,England,"England, Republic of Ireland",right,179,73,no,7.19,3.98,61.11,1.71,54.84,0.39,0.64,0.17,4.37,7.23,0.55,2,0.11,0,0,0.94,0,0,0,0.03,0,0,6,0.33,16.67,0,0.06,0.44,50,0.11,50,0.33,50,0,0.88,62.5,3.1,53.57,0.77,2.76,0.17,50.09,1,0.94,63.63,90.27,21.39,82.95,8.13,95.24,24.66,94.84,58.93,93.43,4.26,50.65,17.13,28.57,0.06,0.44,0,0,0.22,50,0.22,7.85,75.35,1.44,73.08,1.05,68.42,1.05,0.22,8.62,75,0,,0,,0,0,0,0,,,1.77,,,0,0,0,0,0,0
C. Basham,Sheffield United,Sheffield United,"RCB, LCB",34,350000,2024-06-30,20,1357,0,0.48,0,0.24,20.69,67.95,England,England,right,190,80,no,11.14,7.43,73.21,5.97,72.22,0.66,0.98,0.33,5.04,7.45,0.53,0,0,0,0,0.8,0,0,0,0.03,0,0,4,0.27,75,0,0,0.6,33.33,0.07,0,0.53,37.5,0.07,0.93,35.71,2.59,46.15,0.99,1.53,0.33,22.22,0.86,1.13,37.21,80.93,14.33,67.59,4.38,96.97,12.47,90.96,32.1,88.02,4.51,36.76,18.24,33.78,0.02,0.13,0.07,0,0.27,25,0.13,4.51,55.88,0.8,25,0.2,66.67,0.13,0.2,6.57,63.64,0,,0,,0,0,0,0,,,1.33,,,0,0,0,0,0,0
G. Cunningham,Preston North End,Preston North End,"LCB, CB",32,350000,2023-06-30,15,1310,2,0.59,1,0.24,14.36,59.81,Republic of Ireland,Republic of Ireland,left,183,73,no,8.52,6.05,67.05,3.98,55.17,0.34,0.45,0.27,4.12,5.44,0.69,3,0.21,0,0,0.96,0.14,2,0.14,0.04,2,0.14,5,0.34,80,40,0.07,0.96,42.86,0.96,42.86,0,0,0.07,0.55,37.5,1.51,59.09,0.69,0.55,0.21,24.46,0.69,0.96,37.1,77.96,19.85,66.78,2.95,100,10.65,92.9,27.55,88.28,8.59,48.8,23.31,38.86,0.02,0.07,0,0,0.21,33.33,0.07,7.83,63.16,1.44,52.38,0.34,60,0.48,0.41,9.48,74.64,0,,0,,0,0,0,0,,,0.96,,,0,0,0,0,0,0
T. Hume,Sunderland,Sunderland,"RB, RWB",20,350000,2026-06-30,13,1006,0,0.6,2,1.39,20.4,46.93,Northern Ireland,Northern Ireland,right,180,71,no,10.38,6.62,54.05,6.26,42.86,1.52,2.27,0.36,5.28,7.87,1.16,3,0.27,0,0,1.43,0,0,0,0.05,0,0,7,0.63,42.86,0,0.18,1.88,28.57,0.36,25,1.43,25,0.63,1.07,50,3.04,44.12,0.89,1.25,0.63,28.45,1.25,0.63,41.15,80.22,14.85,73.49,7.07,94.94,10.56,76.27,36.23,86.67,3.04,35.29,14.99,30.27,0.12,0.63,0,0,0.18,50,0.27,3.76,64.29,2.42,33.33,0.36,50,0.45,0.54,5.99,64.18,0,,0,,0,0,0,0,,,0.54,,,0.09,0,0,0,0,0
J. Howson,Middlesbrough,Middlesbrough,"DMF, RDMF, RCMF",34,350000,2023-06-30,31,2923,0,0.25,3,3.81,11.48,52.01,England,England,right,180,77,no,7.17,4.56,61.49,1.72,55.36,0.62,0.92,0.06,3.76,5.64,0.59,8,0.25,0,0,1.2,0,0,0,0.01,0,0,8,0.25,12.5,0,0.09,0.74,45.83,0.22,57.14,0.52,41.18,0.22,0.89,65.52,2.83,43.48,0.18,1.08,0.59,31.93,0.09,0.37,48.56,85.48,15.98,71.87,4.93,94.38,20.29,92.87,43.01,91.12,4.86,41.77,20.24,38.29,0.12,0.86,0.09,0.03,0.49,50,0.31,8.56,67.63,1.69,50.91,0.8,42.31,0.49,0.31,7.67,75.9,0,,0,,0,0,0,0,,,0.68,,,0.8,0.03,100,1.66,0,0
T. Klose,Bristol City,Bristol City,CB,34,300000,2023-06-30,10,551,0,0.15,0,0.02,18.29,56.25,Germany,"Germany, Switzerland",right,193,87,no,10.78,5.88,61.11,8.17,58,0.33,0.45,0.82,6.86,9.4,1.47,2,0.33,0,0,0.16,0,0,0,0.03,0,0,1,0.16,0,0,0,0,0,0,0,0,0,0,0.33,50,1.47,22.22,0.65,0,0,19.27,0.16,0.49,33.81,86.47,15.68,80.21,2.12,100,12.41,93.42,27.93,91.23,5.88,63.89,20.51,26.78,0,0.16,0,0,0,0,0,4.41,70.37,0.33,0,0.49,66.67,0,0,7.51,73.91,0,,0,,0,0,0,0,,,1.63,,,0,0,0,0,0,0
J. Graham,Birmingham City,Birmingham City,"LB, LWB, RB",27,300000,2023-06-30,17,1012,0,0.66,2,1.4,17.34,49.23,England,"England, Republic of Ireland",right,182,68,no,8.8,5.78,50.77,2.22,48,0.18,0.23,0.18,5.69,7.41,0.36,0,0,0,0,4.09,0,0,0,0.06,0,0,9,0.8,22.22,0,0.18,4.54,31.37,2.49,39.29,2.05,21.74,1.16,4.27,56.25,7.47,52.38,0.53,1.69,0.09,15.65,1.33,1.51,29.08,67.28,10.85,54.1,4.54,88.24,9.43,70.75,20.01,80,4.98,46.43,24.8,40.72,0.12,0.98,0.09,0,0.09,100,0.44,4.36,55.1,3.56,37.5,0.27,33.33,0.09,1.33,8,58.89,0,,0,,0,0,0,0,,,0.44,,,0.89,0,0,0.89,0,0
T. Sang,Cardiff City,Cardiff City,"RB, RWB, RCMF",23,300000,2023-06-30,9,448,0,0.15,0,0.2,19.69,51.02,England,England,right,188,79,no,9.04,7.03,65.71,3.01,40,0.4,0.46,0,4.02,4.62,0.2,0,0,0,0,2.41,0,0,0,0.03,0,0,3,0.6,66.67,0,0,3.01,20,0,0,2.81,21.43,0,2.61,53.85,6.83,44.12,0.2,1,0.8,27.12,1,0.4,41.79,77.4,16.88,69.05,8.64,97.67,9.64,75,31.54,87.9,7.43,54.05,21.31,34.62,0.04,0.6,0,0,0.2,0,0.2,8.64,58.14,3.21,37.5,1.61,62.5,0.4,0.6,10.04,86,0,,0,,0,0,0,0,,,1,,,0.2,0,0,0.4,0,0
J. Hogg,Huddersfield Town,Huddersfield Town,"RCMF, DMF, CB",34,300000,2024-06-30,16,1375,0,0.19,1,0.33,14.07,53.02,England,England,right,170,67,no,7.07,6.28,53.13,2.95,60,0.2,0.25,0.2,3.53,4.56,1.24,5,0.33,0,0,0.2,0,0,0,0.01,0,0,4,0.26,0,0,0.07,0.07,100,0,0,0,0,0,0.26,50,1.9,62.07,0.39,0.26,0.13,36.13,0,0.85,50.86,86.36,16.17,74.09,6.48,93.94,21.27,92.92,45.16,90.58,5.63,52.33,18.57,38.38,0.02,0.13,0,0,0.13,0,0.13,8.31,69.29,0.59,44.44,0.79,16.67,0.2,0.07,6.61,74.26,0,,0,,0,0,0,0,,,0.72,,,0,0,0,0,0,0
J. Ruffels,Huddersfield Town,Huddersfield Town,"LB, LWB",29,300000,2023-06-30,20,1748,2,1,0,0.27,13.28,45.35,England,England,left,178,75,no,8.55,4.48,49.43,4.94,45.83,0.15,0.18,0.26,6.18,7.05,0.31,0,0,0,0,1.08,0.1,2,0.1,0.05,0,0,10,0.51,40,20,0,1.49,31.03,1.39,29.63,0.05,100,0.05,0.67,46.15,1.91,37.84,0.98,1.13,0.62,24.56,1.13,0.21,34.19,70.93,15.39,56.19,5.56,92.59,8.96,79.31,26.62,79.88,6.23,42.15,21,37.48,0.01,0.21,0.05,0,0.26,40,0.1,5.15,52,1.39,37.04,0.36,28.57,0.21,0.36,7.72,59.33,0,,0,,0,0,0,0,,,0.41,,,0,0,0,0,0,0
C. Maxwell,Blackpool,Blackpool,GK,32,300000,2023-06-30,17,1680,0,0,0,0,0.75,71.43,Wales,"Wales, Scotland",right,185,74,no,1.45,0.16,33.33,0.48,77.78,0,0,0,1.39,1.83,0.11,2,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0,0,0,8.46,0.11,0.16,13.98,85.06,10.07,79.79,0,0,3.59,100,6.54,98.36,7.45,73.38,38,49.7,0,0,0,0,0,0,0,2.2,70.73,0.05,0,0,0,0,0,5.84,85.32,26,1.39,81,4.34,3,67.9,26.32,1.41,0.32,0.017,0,1.34,0.48,,,,0,0,0
A. King,Bristol City,Bristol City,CB,34,300000,,14,645,0,0.43,0,0,16.33,56.41,England,"England, Wales",right,184,79,no,11.3,7.12,72.55,4.05,41.38,0.42,0.65,0.84,5.72,8.91,0.56,2,0.28,0,0,0.7,0,0,0,0.06,0,0,4,0.56,0,0,0,0.84,66.67,0.28,100,0.56,50,0.14,0,0,1.53,36.36,1.53,0,0,21.35,0.28,0.56,36.84,84.47,12.56,66.67,4.19,96.67,16.88,95.04,32.09,88.26,3.91,57.14,19.07,18.06,0,0,0,0,0.14,100,0,2.79,60,0.84,66.67,0.14,100,0.28,0.56,6.56,55.32,0,,0,,0,0,0,0,,,2.09,,,0.28,0,0,0,0,0
B. Sharp,Sheffield United,Sheffield United,CF,37,300000,2023-06-30,24,1242,2,3.23,1,0.94,22.17,26.8,England,England,right,175,70,no,3.04,2.25,61.29,3.48,33.33,0.22,0.34,0.07,1.45,2.27,0.8,4,0.29,0,0,2.17,0.14,2,0.14,0.23,0,0,24,1.74,50,8.333,0.07,1.38,26.32,0.43,16.67,0.87,33.33,0.36,1.81,44,10.14,22.14,3.41,0.36,0.07,9.71,1.38,1.3,15.07,72.12,3.62,50,4.06,87.5,3.62,68,13.33,77.72,0.51,28.57,12.99,8.38,0.07,0.8,0,0.07,0.36,40,0.43,1.45,45,1.59,40.91,0.22,66.67,0.72,0.36,1.23,88.24,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
L. Cullen,Swansea City,Swansea City,"CF, LAMF",23,300000,2024-06-30,14,572,5,3.46,1,0.3,13.85,37.5,Wales,Wales,left,178,66,no,4.25,2.99,57.89,3.78,37.5,0.31,0.59,0,2.2,4.16,1.1,0,0,0,0,2.36,0.79,5,0.79,0.54,0,0,12,1.89,75,41.667,0.16,1.26,25,0.94,16.67,0.31,50,0.16,1.1,42.86,5.03,28.13,3.93,0.31,0.16,8.81,1.73,0.63,10.86,69.57,2.83,61.11,2.67,100,3.15,65,9.44,76.67,0.31,0,11.57,4.79,0.05,0.47,0,0,0.16,100,0.47,0.47,33.33,0.94,83.33,0.16,100,0.47,0.16,1.1,57.14,0,,0,,0,0,0,0,,,0,,,0.16,0,0,0.47,0,0
G. Tanner,Bristol City,Bristol City,"RB, RCB, RWB",23,300000,2024-06-30,11,927,0,0.25,0,0.24,19.32,56.28,England,England,right,181,71,no,9.71,8.74,57.78,4.08,54.76,0.19,0.26,0.58,4.47,5.95,0.87,0,0,1,0.1,1.26,0,0,0,0.02,0,0,6,0.58,0,0,0,1.94,35,0.1,0,1.84,36.84,0.39,0.97,50,2.72,53.57,0.19,0.87,0.19,22.52,1.94,0.97,33.2,72.51,15.24,63.06,5.63,94.83,7.86,71.6,25.34,81.99,6.02,43.55,20.39,35.79,0.02,0.29,0,0,0.1,100,0.19,4.76,55.1,2.04,52.38,0.49,40,0.39,0.68,7.57,71.79,0,,0,,0,0,0,0,,,1.17,,,0,0,0,0,0,0
C. Martin,Queens Park Rangers,Queens Park Rangers,CF,34,300000,2023-06-30,19,753,2,1.94,0,0.19,31.55,31.06,England,"England, Scotland",right,178,73,no,3.23,2.51,66.67,12.55,31.43,0.24,0.37,0.12,1.31,2.04,0.84,1,0.12,0,0,0.72,0.24,2,0.24,0.23,1,0.12,10,1.2,40,20,0,0.36,33.33,0.12,0,0.24,50,0,0.36,0,5.14,20.93,2.51,0.12,0.24,11.59,2.15,0.6,19.48,75.46,4.9,63.41,5.62,89.36,4.66,69.23,18.88,76.58,0.36,33.33,12.26,6.7,0.02,0.36,0.12,0,0.48,25,0,2.39,40,1.08,44.44,0.24,0,0.84,0.24,2.03,76.47,0,,0,,0,0,0,0,,,0,,,0.12,0.12,0,0,0,0
J. Ruddy,Birmingham City,Birmingham City,GK,36,300000,2023-06-30,31,3057,0,0.23,0,0.43,0.65,86.36,England,England,right,193,97,no,2.44,0.06,50,0.38,92.31,0,0,0,2.41,3.13,0,0,0,0,0,0.03,0,0,0,0.01,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0.03,100,0.09,100,0.03,0,0,9.13,0.09,0.03,16.96,81.6,13.45,78.12,0,0,3.06,96.15,6.57,92.83,10.36,74.72,42.87,52.7,0.01,0.03,0,0,0,0,0,4.24,72.92,0.15,40,0.15,80,0.06,0,9.19,83.65,40,1.18,116,3.42,9,65.52,34.07,1,-5.93,-0.175,0,1.65,0.38,,,,0,0,0
